Query_ID,Modelo,Stopwords_Removidas,Stemming_Aplicado,Top_10,P@10,R@10,F1@10,AP
95,BM25,1,0,"[('662', np.float64(16.9295), 4), ('635', np.float64(15.4013), -1), ('628', np.float64(13.3624), 0), ('689', np.float64(13.1889), 0), ('690', np.float64(12.5542), 0), ('1191', np.float64(12.0831), 0), ('101', np.float64(11.8979), 0), ('564', np.float64(11.4743), 0), ('1395', np.float64(11.3386), 0), ('123', np.float64(10.6771), 0)]",0.1,0.5,0.16666666666666669,0.5833333333333334
96,BM25,1,0,"[('637', np.float64(23.9443), -1), ('699', np.float64(20.8538), 4), ('1339', np.float64(17.7641), 4), ('465', np.float64(17.7583), 0), ('698', np.float64(17.4329), 4), ('779', np.float64(16.8693), 3), ('1332', np.float64(16.1114), 0), ('1334', np.float64(16.0395), 0), ('705', np.float64(15.1678), 3), ('1333', np.float64(14.0929), 0)]",0.5,0.38461538461538464,0.4347826086956522,0.3741849325431174
97,BM25,1,0,"[('1331', np.float64(14.1586), 0), ('779', np.float64(13.8839), 3), ('728', np.float64(10.902), 0), ('1214', np.float64(10.3917), 0), ('953', np.float64(9.9478), 0), ('251', np.float64(9.4779), 0), ('781', np.float64(9.413), 0), ('1289', np.float64(9.1757), 4), ('906', np.float64(9.072), 0), ('1391', np.float64(8.9202), 0)]",0.2,0.2,0.20000000000000004,0.09167402788879252
98,BM25,1,0,"[('638', np.float64(28.4116), -1), ('673', np.float64(23.6669), 0), ('1343', np.float64(20.3588), 0), ('288', np.float64(17.5285), 0), ('1095', np.float64(16.3532), 0), ('757', np.float64(14.2258), 0), ('1091', np.float64(14.0855), 0), ('712', np.float64(13.6882), 4), ('792', np.float64(13.2086), 0), ('747', np.float64(13.0465), 0)]",0.1,0.2,0.13333333333333333,0.034423111586167246
99,BM25,1,0,"[('639', np.float64(20.9345), -1), ('715', np.float64(16.672), 0), ('719', np.float64(16.0308), 2), ('1345', np.float64(12.191), 0), ('553', np.float64(12.0671), 0), ('164', np.float64(12.0416), 0), ('1379', np.float64(11.8068), 3), ('717', np.float64(11.5579), 2), ('958', np.float64(11.3183), 0), ('274', np.float64(10.7849), 0)]",0.3,0.75,0.4285714285714285,0.2494395485466914
100,BM25,1,0,"[('760', np.float64(31.6779), -1), ('1122', np.float64(31.4035), 2), ('822', np.float64(30.3022), 2), ('1126', np.float64(28.2216), 0), ('739', np.float64(26.5481), 0), ('1051', np.float64(24.97), 3), ('743', np.float64(24.1657), 0), ('1171', np.float64(24.0004), 0), ('741', np.float64(23.8428), 0), ('1172', np.float64(23.5047), 0)]",0.3,0.3333333333333333,0.3157894736842105,0.24088667156256044
101,BM25,1,0,"[('819', np.float64(36.246), 2), ('817', np.float64(32.7708), 2), ('820', np.float64(29.4989), 3), ('823', np.float64(28.0205), 0), ('1119', np.float64(26.739), 0), ('760', np.float64(25.8084), -1), ('825', np.float64(24.8868), 3), ('818', np.float64(23.609), 2), ('837', np.float64(23.4413), 0), ('826', np.float64(21.9239), 0)]",0.5,0.8333333333333334,0.625,0.7470238095238094
102,BM25,1,0,"[('910', np.float64(15.8687), 3), ('729', np.float64(11.1741), -1), ('720', np.float64(10.6414), 0), ('1007', np.float64(10.0852), 0), ('516', np.float64(8.9914), 0), ('1001', np.float64(8.9713), 0), ('998', np.float64(8.8107), 0), ('713', np.float64(8.4616), 0), ('1331', np.float64(8.2218), 0), ('1289', np.float64(7.0698), 0)]",0.1,0.25,0.14285714285714288,0.2984211780067758
103,BM25,1,0,"[('761', np.float64(20.1705), -1), ('1050', np.float64(12.1532), 0), ('1127', np.float64(11.7805), 0), ('1048', np.float64(11.7476), 0), ('956', np.float64(11.2079), 0), ('1126', np.float64(10.4681), 0), ('1214', np.float64(10.3917), 0), ('951', np.float64(9.8496), 0), ('251', np.float64(9.4779), 0), ('720', np.float64(9.1086), 0)]",0.0,0.0,0.0,0.030439513935070432
104,BM25,1,0,"[('762', np.float64(23.9298), -1), ('1024', np.float64(17.4373), 0), ('644', np.float64(15.2631), 0), ('462', np.float64(14.9683), 0), ('837', np.float64(14.8327), 3), ('29', np.float64(13.448), 0), ('835', np.float64(12.8437), 3), ('825', np.float64(12.3301), 0), ('760', np.float64(12.095), 0), ('821', np.float64(12.0495), 0)]",0.2,0.4,0.26666666666666666,0.14349977672228312
105,BM25,1,0,"[('848', np.float64(36.7294), 3), ('764', np.float64(36.5894), -1), ('847', np.float64(21.8102), 4), ('953', np.float64(16.4501), 0), ('1126', np.float64(12.909), 0), ('739', np.float64(12.1125), 0), ('763', np.float64(11.8903), 0), ('1172', np.float64(11.8185), 0), ('846', np.float64(11.607), 4), ('1071', np.float64(11.4485), 0)]",0.3,0.6,0.4,0.4222981366459627
106,BM25,1,0,"[('764', np.float64(10.3311), -1), ('42', np.float64(9.4929), 0), ('844', np.float64(8.5377), 4), ('552', np.float64(8.5234), 0), ('908', np.float64(8.0335), 0), ('846', np.float64(7.7777), 3), ('847', np.float64(7.751), 2), ('1066', np.float64(7.2949), 0), ('740', np.float64(7.2699), 0), ('728', np.float64(7.1566), 0)]",0.3,0.6,0.4,0.2351118907750132
107,BM25,1,0,"[('640', np.float64(32.0304), -1), ('725', np.float64(22.6483), 2), ('883', np.float64(19.3726), 0), ('909', np.float64(19.1675), 4), ('29', np.float64(17.9584), 0), ('658', np.float64(17.0874), 0), ('724', np.float64(15.9916), 0), ('220', np.float64(15.5759), 0), ('345', np.float64(15.3778), 0), ('1039', np.float64(14.6847), 0)]",0.2,0.2857142857142857,0.23529411764705882,0.22770774035192848
108,BM25,1,0,"[('75', np.float64(26.0193), 3), ('720', np.float64(20.1084), 4), ('724', np.float64(16.0764), 2), ('727', np.float64(14.6599), 2), ('884', np.float64(14.1885), 0), ('881', np.float64(13.2705), 0), ('640', np.float64(12.4281), -1), ('726', np.float64(12.4194), 2), ('909', np.float64(12.0477), 3), ('837', np.float64(10.6864), 0)]",0.6,0.8571428571428571,0.7058823529411764,0.8392857142857143
109,BM25,1,0,"[('1008', np.float64(13.5232), 0), ('51', np.float64(13.4732), 0), ('711', np.float64(13.1322), 0), ('859', np.float64(12.9398), 0), ('5', np.float64(12.3837), 0), ('31', np.float64(11.4749), 0), ('391', np.float64(10.952), 0), ('627', np.float64(10.6101), 0), ('982', np.float64(10.5697), 0), ('658', np.float64(9.2368), 0)]",0.0,0.0,0.0,0.03186249632388344
110,BM25,1,0,"[('1131', np.float64(19.179), 0), ('1387', np.float64(19.0146), 0), ('1020', np.float64(17.5579), 0), ('1071', np.float64(17.5522), 0), ('1032', np.float64(16.9022), 0), ('1013', np.float64(16.8903), 0), ('1117', np.float64(16.6145), 0), ('1396', np.float64(16.5842), 0), ('412', np.float64(16.2483), 0), ('889', np.float64(16.2039), 0)]",0.0,0.0,0.0,0.01989594728355516
111,BM25,1,0,"[('894', np.float64(26.1982), -1), ('390', np.float64(18.721), 0), ('1008', np.float64(16.5523), 0), ('766', np.float64(15.6871), 0), ('857', np.float64(15.3193), 0), ('858', np.float64(15.033), 0), ('856', np.float64(14.9533), 0), ('627', np.float64(14.4188), 3), ('859', np.float64(14.233), 0), ('658', np.float64(14.1447), 3)]",0.2,0.2857142857142857,0.23529411764705882,0.2279480043765758
112,BM25,1,0,"[('641', np.float64(46.996), -1), ('730', np.float64(32.0217), 4), ('733', np.float64(21.5306), 0), ('736', np.float64(20.9959), 0), ('734', np.float64(20.757), 0), ('422', np.float64(19.683), 0), ('735', np.float64(19.1084), 0), ('731', np.float64(18.081), 3), ('854', np.float64(17.0363), 0), ('700', np.float64(16.5117), 0)]",0.2,1.0,0.33333333333333337,0.375
113,BM25,1,0,"[('748', np.float64(18.448), 3), ('704', np.float64(15.7927), 0), ('708', np.float64(15.4606), 0), ('815', np.float64(15.331), 0), ('265', np.float64(14.9581), 3), ('52', np.float64(14.4927), 0), ('1272', np.float64(13.6978), 0), ('685', np.float64(13.2249), 0), ('14', np.float64(12.4261), 0), ('638', np.float64(12.4171), 0)]",0.2,0.5,0.28571428571428575,0.3794334975369458
114,BM25,1,0,"[('895', np.float64(41.3896), -1), ('1266', np.float64(25.1335), 0), ('1290', np.float64(22.9946), 0), ('918', np.float64(22.4965), 0), ('685', np.float64(22.4512), 0), ('676', np.float64(21.6067), 0), ('712', np.float64(21.2775), 0), ('757', np.float64(19.8645), 0), ('780', np.float64(17.9012), 0), ('395', np.float64(17.3654), 0)]",0.0,0.0,0.0,0.0538851328936718
115,BM25,1,0,"[('540', np.float64(16.6813), 0), ('184', np.float64(15.528), -1), ('13', np.float64(14.332), 0), ('1068', np.float64(12.9068), 0), ('625', np.float64(12.655), 0), ('782', np.float64(12.3011), 0), ('139', np.float64(12.142), 0), ('486', np.float64(11.9739), 0), ('1274', np.float64(11.6197), 0), ('1145', np.float64(11.3915), 0)]",0.0,0.0,0.0,0.02692512574110129
116,BM25,1,0,"[('1038', np.float64(22.0931), 0), ('522', np.float64(21.9382), 0), ('1106', np.float64(21.5714), 0), ('605', np.float64(19.6374), 3), ('384', np.float64(18.5879), 0), ('272', np.float64(17.2115), 0), ('759', np.float64(17.1986), 0), ('1218', np.float64(16.2772), 0), ('423', np.float64(14.2596), 0), ('123', np.float64(13.9885), 0)]",0.1,0.2,0.13333333333333333,0.0644459067423848
117,BM25,1,0,"[('229', np.float64(19.7737), 0), ('282', np.float64(19.0499), 0), ('230', np.float64(17.8084), 0), ('1304', np.float64(16.9065), 0), ('924', np.float64(16.045), 0), ('60', np.float64(14.0484), 0), ('927', np.float64(13.5253), 0), ('1163', np.float64(12.847), 0), ('907', np.float64(12.2937), 0), ('433', np.float64(11.8417), 0)]",0.0,0.0,0.0,0.05448275862068966
118,BM25,1,0,"[('923', np.float64(22.567), 2), ('1243', np.float64(22.4969), 0), ('924', np.float64(21.4157), 3), ('803', np.float64(20.8334), 0), ('230', np.float64(20.7738), 0), ('229', np.float64(20.6768), 0), ('431', np.float64(20.1365), 0), ('545', np.float64(19.9065), 0), ('1239', np.float64(19.8741), 0), ('1062', np.float64(19.3088), 0)]",0.2,0.6666666666666666,0.30769230769230765,0.5670498084291188
119,BM25,1,0,"[('928', np.float64(24.0867), 0), ('926', np.float64(23.5653), 4), ('897', np.float64(20.3327), -1), ('1024', np.float64(19.7177), 0), ('1132', np.float64(19.6882), 0), ('827', np.float64(19.2516), 0), ('1034', np.float64(19.073), 0), ('533', np.float64(17.9893), 0), ('1051', np.float64(17.0346), 0), ('739', np.float64(17.0062), 0)]",0.1,1.0,0.18181818181818182,0.5
120,BM25,1,0,"[('769', np.float64(40.7332), -1), ('887', np.float64(35.6622), 2), ('890', np.float64(27.6767), 2), ('886', np.float64(24.8081), 3), ('1146', np.float64(23.8641), 2), ('741', np.float64(23.4836), 0), ('885', np.float64(23.2138), 3), ('897', np.float64(22.6475), 0), ('1068', np.float64(22.6291), 0), ('765', np.float64(22.3009), 0)]",0.5,0.5555555555555556,0.5263157894736842,0.5022626237351882
121,BM25,1,0,"[('769', np.float64(24.2119), -1), ('1146', np.float64(23.8641), 2), ('887', np.float64(23.6624), 1), ('888', np.float64(23.2482), 1), ('890', np.float64(17.6816), 1), ('837', np.float64(16.1582), 0), ('1172', np.float64(15.4023), 0), ('739', np.float64(15.3615), 0), ('885', np.float64(15.173), 1), ('875', np.float64(15.0574), 0)]",0.5,0.7142857142857143,0.588235294117647,0.5765873015873016
122,BM25,1,0,"[('898', np.float64(20.8137), -1), ('1070', np.float64(17.2818), 0), ('1068', np.float64(14.464), 0), ('931', np.float64(13.6956), 4), ('938', np.float64(13.6706), 2), ('934', np.float64(13.6243), 4), ('371', np.float64(13.2154), 0), ('743', np.float64(12.9606), 0), ('957', np.float64(11.726), 3), ('935', np.float64(11.7073), 4)]",0.5,0.5555555555555556,0.5263157894736842,0.3156050195575485
123,BM25,1,0,"[('1221', np.float64(13.0441), 0), ('34', np.float64(11.2359), 0), ('775', np.float64(10.7476), 0), ('387', np.float64(10.681), 0), ('147', np.float64(10.5981), 0), ('701', np.float64(10.351), 0), ('537', np.float64(10.0871), 0), ('394', np.float64(9.919), 0), ('376', np.float64(9.834), 0), ('941', np.float64(9.8003), -1)]",0.0,0.0,0.0,0.06066176470588235
124,BM25,1,0,"[('941', np.float64(35.8109), -1), ('898', np.float64(20.8137), 0), ('625', np.float64(20.3755), 0), ('371', np.float64(20.1996), 0), ('442', np.float64(18.1855), 0), ('516', np.float64(17.3282), 0), ('1070', np.float64(17.2818), 0), ('504', np.float64(17.1909), 0), ('1068', np.float64(17.1052), 0), ('600', np.float64(17.0725), 0)]",0.0,0.0,0.0,0.005882287445899068
125,BM25,1,0,"[('997', np.float64(13.7474), 2), ('993', np.float64(13.4677), 0), ('1074', np.float64(11.2479), 0), ('176', np.float64(10.9125), 3), ('696', np.float64(10.818), 0), ('1350', np.float64(10.6276), 0), ('970', np.float64(10.3733), 2), ('1093', np.float64(10.0739), 0), ('610', np.float64(9.9325), 0), ('1075', np.float64(9.6851), 0)]",0.3,0.17647058823529413,0.22222222222222224,0.2636705518033758
126,BM25,1,0,"[('1326', np.float64(24.1628), 2), ('1288', np.float64(20.8299), 0), ('974', np.float64(19.9545), 2), ('1095', np.float64(15.8925), 0), ('773', np.float64(14.9642), 0), ('397', np.float64(11.166), 0), ('1083', np.float64(10.3338), 0), ('1265', np.float64(10.0013), 0), ('1169', np.float64(9.9587), 0), ('1163', np.float64(9.3874), 0)]",0.2,0.25,0.22222222222222224,0.22267556915526113
127,BM25,1,0,"[('981', np.float64(18.8143), 3), ('869', np.float64(18.4058), 0), ('5', np.float64(17.5029), 0), ('6', np.float64(16.8834), 0), ('585', np.float64(16.634), 0), ('582', np.float64(15.9817), 0), ('91', np.float64(14.8017), 0), ('587', np.float64(14.665), 0), ('944', np.float64(13.8557), -1), ('606', np.float64(13.4378), 0)]",0.1,0.2,0.13333333333333333,0.24967868388921016
128,BM25,1,0,"[('945', np.float64(33.7727), -1), ('1063', np.float64(19.1682), 0), ('92', np.float64(15.626), 0), ('745', np.float64(14.7602), 0), ('762', np.float64(13.9652), 0), ('1246', np.float64(13.4585), 0), ('648', np.float64(12.7318), 0), ('1043', np.float64(11.6695), 0), ('1087', np.float64(11.1104), 0), ('606', np.float64(11.0597), 0)]",0.0,0.0,0.0,0.017740429505135387
129,BM25,1,0,"[('945', np.float64(29.2829), -1), ('988', np.float64(21.8293), 3), ('987', np.float64(20.9343), 2), ('989', np.float64(17.8472), 3), ('527', np.float64(16.5478), 0), ('314', np.float64(14.2561), 0), ('278', np.float64(13.8059), 0), ('1281', np.float64(12.3036), 0), ('985', np.float64(12.2716), 2), ('148', np.float64(12.1051), 0)]",0.4,0.5714285714285714,0.47058823529411764,0.3729779384418559
130,BM25,1,0,"[('859', np.float64(36.1877), 3), ('948', np.float64(29.2606), -1), ('729', np.float64(20.6748), 0), ('1008', np.float64(19.899), 3), ('766', np.float64(19.5726), 2), ('5', np.float64(19.1221), 0), ('391', np.float64(17.5189), 0), ('856', np.float64(16.1457), 0), ('627', np.float64(16.0051), 0), ('858', np.float64(15.72), 3)]",0.4,0.8,0.5333333333333333,0.5019047619047619
131,BM25,1,0,"[('950', np.float64(41.2479), -1), ('1021', np.float64(29.0131), 0), ('1022', np.float64(19.8923), 0), ('1023', np.float64(19.8842), 0), ('1017', np.float64(19.4628), 3), ('1014', np.float64(19.0788), 2), ('1025', np.float64(18.7647), 0), ('1019', np.float64(17.6651), 3), ('1012', np.float64(17.6254), 4), ('866', np.float64(16.6775), 0)]",0.4,0.5,0.4444444444444445,0.2663313971866603
132,BM25,1,0,"[('1021', np.float64(13.7157), 0), ('1017', np.float64(13.5392), 3), ('950', np.float64(13.042), -1), ('1013', np.float64(12.3755), 3), ('1026', np.float64(12.2138), 3), ('1023', np.float64(11.8194), 3), ('1020', np.float64(11.6111), 4), ('1015', np.float64(11.3788), 3), ('1052', np.float64(11.3299), 0), ('951', np.float64(11.0032), 3)]",0.7,0.4666666666666667,0.56,0.5990134277326395
133,BM25,1,0,"[('951', np.float64(12.8457), 0), ('950', np.float64(12.7394), -1), ('1013', np.float64(12.3755), 0), ('1026', np.float64(12.2138), 0), ('1023', np.float64(11.8194), 0), ('1020', np.float64(11.6111), 1), ('1017', np.float64(11.5438), 0), ('1028', np.float64(11.466), 0), ('1015', np.float64(11.3788), 0), ('1012', np.float64(10.8143), 4)]",0.2,0.2857142857142857,0.23529411764705882,0.23411864188261705
134,BM25,1,0,"[('866', np.float64(23.1419), 0), ('951', np.float64(20.9318), -1), ('1012', np.float64(19.57), 0), ('1015', np.float64(16.8293), 0), ('1013', np.float64(15.077), 0), ('1028', np.float64(14.6254), 3), ('1014', np.float64(14.3433), 0), ('1017', np.float64(14.2359), 0), ('1020', np.float64(14.1749), 0), ('1023', np.float64(13.4854), 0)]",0.1,0.5,0.16666666666666669,0.12037037037037036
135,BM25,1,0,"[('951', np.float64(19.2034), -1), ('1026', np.float64(19.1378), 4), ('1013', np.float64(19.0853), 0), ('950', np.float64(18.9631), 4), ('1020', np.float64(18.6866), 0), ('1017', np.float64(18.1671), 4), ('1029', np.float64(18.1078), 0), ('1014', np.float64(17.3946), 0), ('1023', np.float64(17.2443), 4), ('1021', np.float64(16.7345), 0)]",0.4,0.5,0.4444444444444445,0.4494949494949495
136,BM25,1,0,"[('951', np.float64(17.3609), -1), ('1021', np.float64(16.9009), 1), ('1125', np.float64(14.6067), 0), ('1031', np.float64(14.3882), 0), ('140', np.float64(14.2908), 0), ('1033', np.float64(14.2035), 0), ('829', np.float64(13.6708), 0), ('1013', np.float64(13.3004), 0), ('1020', np.float64(12.9017), 0), ('1026', np.float64(12.2138), 0)]",0.1,0.3333333333333333,0.15384615384615383,0.23928571428571424
137,BM25,1,0,"[('952', np.float64(61.3456), -1), ('1023', np.float64(38.4883), 0), ('1026', np.float64(35.7906), 0), ('1034', np.float64(33.212), 3), ('1021', np.float64(30.5764), 3), ('1017', np.float64(27.7614), 0), ('1013', np.float64(25.9051), 0), ('1024', np.float64(22.7273), 0), ('853', np.float64(22.6476), 0), ('1025', np.float64(22.5998), 0)]",0.2,0.5,0.28571428571428575,0.2049924924924925
138,BM25,1,0,"[('844', np.float64(19.9445), 0), ('897', np.float64(19.4796), 0), ('953', np.float64(17.1032), -1), ('764', np.float64(16.8916), 0), ('841', np.float64(16.8844), 0), ('887', np.float64(16.751), 0), ('846', np.float64(16.2983), 1), ('854', np.float64(15.6516), 0), ('765', np.float64(15.4581), 0), ('847', np.float64(15.383), 0)]",0.1,0.5,0.16666666666666669,0.07689305230288837
139,BM25,1,0,"[('844', np.float64(22.0672), 0), ('887', np.float64(21.1845), 0), ('897', np.float64(20.6508), 0), ('826', np.float64(20.3173), 0), ('1038', np.float64(19.1993), 0), ('763', np.float64(19.1727), 0), ('846', np.float64(18.3004), 0), ('1172', np.float64(17.8454), 0), ('955', np.float64(17.2904), 0), ('953', np.float64(17.1032), -1)]",0.0,0.0,0.0,0.005701184668256438
140,BM25,1,0,"[('954', np.float64(24.9897), -1), ('1038', np.float64(17.5574), 1), ('720', np.float64(10.4422), 0), ('890', np.float64(10.1099), 0), ('497', np.float64(9.9743), 0), ('769', np.float64(9.752), 0), ('31', np.float64(9.6635), 0), ('870', np.float64(9.6533), 0), ('743', np.float64(8.7449), 0), ('1045', np.float64(8.4207), 0)]",0.1,0.16666666666666666,0.125,0.11536572918294936
141,BM25,1,0,"[('1038', np.float64(15.929), 1), ('889', np.float64(14.4367), 0), ('1043', np.float64(14.4306), 2), ('851', np.float64(14.3973), 0), ('843', np.float64(13.8037), 0), ('1135', np.float64(13.5615), 0), ('1137', np.float64(12.225), 0), ('828', np.float64(11.985), 0), ('1214', np.float64(11.4555), 0), ('743', np.float64(11.4016), 0)]",0.2,0.3333333333333333,0.25,0.3481715130913377
142,BM25,1,0,"[('954', np.float64(20.4384), -1), ('890', np.float64(14.1875), 0), ('769', np.float64(14.108), 0), ('1125', np.float64(13.8273), 0), ('887', np.float64(12.1651), 0), ('827', np.float64(12.0841), 0), ('1175', np.float64(11.8269), 0), ('1134', np.float64(10.5634), 0), ('885', np.float64(10.4156), 0), ('765', np.float64(10.3737), 0)]",0.0,0.0,0.0,0.002386634844868735
143,BM25,1,0,"[('1043', np.float64(17.0422), 1), ('1051', np.float64(15.1402), 0), ('954', np.float64(14.6025), -1), ('955', np.float64(12.7388), 0), ('889', np.float64(12.7377), 0), ('930', np.float64(11.5945), 0), ('843', np.float64(11.5829), 0), ('1174', np.float64(11.1475), 0), ('839', np.float64(11.0815), 0), ('1052', np.float64(10.7927), 0)]",0.1,0.5,0.16666666666666669,0.5769230769230769
144,BM25,1,0,"[('955', np.float64(36.864), -1), ('1045', np.float64(32.2297), 2), ('839', np.float64(31.9107), 3), ('763', np.float64(29.948), 3), ('838', np.float64(28.2919), 3), ('840', np.float64(24.3249), 2), ('1126', np.float64(23.6847), 0), ('1363', np.float64(23.0886), 0), ('1051', np.float64(21.652), 0), ('1178', np.float64(21.0132), 0)]",0.5,0.8333333333333334,0.625,0.6239247311827957
145,BM25,1,0,"[('1051', np.float64(28.3234), 0), ('1045', np.float64(25.9629), 3), ('839', np.float64(23.151), 2), ('838', np.float64(22.891), 2), ('763', np.float64(22.3034), 2), ('955', np.float64(19.6787), -1), ('1126', np.float64(19.6177), 0), ('1118', np.float64(19.3971), 0), ('1046', np.float64(19.3609), 0), ('827', np.float64(16.9531), 0)]",0.4,0.5714285714285714,0.47058823529411764,0.41205267946339375
146,BM25,1,0,"[('1045', np.float64(36.5456), 3), ('955', np.float64(36.5161), -1), ('641', np.float64(22.5065), 0), ('840', np.float64(21.9477), 1), ('839', np.float64(19.7735), 0), ('1175', np.float64(19.5892), 0), ('730', np.float64(18.948), 0), ('854', np.float64(16.3017), 0), ('763', np.float64(16.213), 0), ('838', np.float64(15.9076), 0)]",0.2,1.0,0.33333333333333337,0.75
147,BM25,1,0,"[('956', np.float64(42.7644), -1), ('1050', np.float64(39.9236), 3), ('1049', np.float64(23.6837), 4), ('843', np.float64(17.4572), 3), ('1358', np.float64(16.9876), 0), ('1119', np.float64(16.0075), 0), ('1392', np.float64(16.0003), 0), ('1357', np.float64(15.455), 0), ('1128', np.float64(15.429), 0), ('1126', np.float64(14.6244), 0)]",0.3,0.3,0.3,0.27114031107483877
148,BM25,1,0,"[('956', np.float64(24.1527), -1), ('1048', np.float64(22.963), 2), ('1126', np.float64(21.7673), 0), ('1050', np.float64(17.3735), 2), ('739', np.float64(15.6459), 0), ('763', np.float64(15.3941), 0), ('838', np.float64(14.8204), 0), ('826', np.float64(14.4381), 0), ('1051', np.float64(14.3893), 0), ('761', np.float64(14.182), 0)]",0.2,0.3333333333333333,0.25,0.2250189432056462
149,BM25,1,0,"[('930', np.float64(19.0211), 3), ('926', np.float64(16.0199), 0), ('1051', np.float64(14.6114), 0), ('1070', np.float64(14.1758), 0), ('931', np.float64(13.5392), 3), ('1058', np.float64(12.2116), 3), ('1059', np.float64(11.8129), 3), ('937', np.float64(11.2578), 3), ('898', np.float64(10.5575), 0), ('826', np.float64(10.5038), 0)]",0.5,0.45454545454545453,0.47619047619047616,0.44012000284345876
150,BM25,1,0,"[('1062', np.float64(29.2099), -1), ('1074', np.float64(28.7245), 3), ('1075', np.float64(27.369), 3), ('1202', np.float64(18.5464), 0), ('923', np.float64(16.4344), 0), ('1243', np.float64(16.3267), 0), ('1259', np.float64(15.944), 0), ('970', np.float64(15.8775), 0), ('924', np.float64(15.8164), 0), ('1239', np.float64(15.0119), 0)]",0.2,1.0,0.33333333333333337,0.5833333333333333
151,BM25,1,0,"[('783', np.float64(11.9752), 0), ('924', np.float64(11.8979), 0), ('52', np.float64(11.6694), 0), ('676', np.float64(11.0094), 0), ('1246', np.float64(10.7281), 0), ('1362', np.float64(10.7035), 0), ('1262', np.float64(10.3363), 0), ('781', np.float64(10.1716), 0), ('222', np.float64(10.1576), 0), ('1266', np.float64(10.079), 0)]",0.0,0.0,0.0,0.029067578074416994
152,BM25,1,0,"[('671', np.float64(14.1339), 0), ('1225', np.float64(11.5359), 0), ('547', np.float64(11.2191), 0), ('696', np.float64(9.9447), 0), ('1076', np.float64(9.8149), 1), ('346', np.float64(9.7986), 0), ('683', np.float64(9.7273), 0), ('1229', np.float64(9.3143), 0), ('80', np.float64(9.2781), 0), ('133', np.float64(9.239), 0)]",0.1,0.16666666666666666,0.125,0.059780822112249506
153,BM25,1,0,"[('1063', np.float64(23.2902), -1), ('1085', np.float64(17.13), 3), ('1081', np.float64(15.8468), 4), ('1082', np.float64(15.7779), 4), ('394', np.float64(14.3163), 0), ('393', np.float64(13.8855), 0), ('323', np.float64(12.8543), 0), ('117', np.float64(12.4648), 0), ('149', np.float64(11.5925), 0), ('329', np.float64(11.396), 0)]",0.3,0.42857142857142855,0.3529411764705882,0.34136888768996887
154,BM25,1,0,"[('1088', np.float64(30.6114), 3), ('1086', np.float64(21.2891), 0), ('1054', np.float64(20.3198), 0), ('111', np.float64(19.6547), 0), ('1055', np.float64(19.4587), 0), ('1063', np.float64(14.974), -1), ('1087', np.float64(13.842), 2), ('367', np.float64(12.763), 0), ('1362', np.float64(12.6085), 0), ('1262', np.float64(12.4384), 0)]",0.2,1.0,0.33333333333333337,0.6428571428571428
155,BM25,1,0,"[('1101', np.float64(16.2701), 3), ('804', np.float64(11.4352), 0), ('1065', np.float64(10.7955), -1), ('553', np.float64(10.4621), 0), ('1099', np.float64(9.3163), 4), ('1097', np.float64(8.7542), 0), ('968', np.float64(8.2366), 0), ('1100', np.float64(7.8631), 2), ('806', np.float64(7.5836), 0), ('1096', np.float64(7.4644), 0)]",0.3,0.5,0.37499999999999994,0.3004085440561097
156,BM25,1,0,"[('1096', np.float64(20.0834), 3), ('1097', np.float64(19.0559), 2), ('1065', np.float64(18.0385), -1), ('553', np.float64(17.5857), 2), ('1098', np.float64(15.3814), 3), ('1099', np.float64(14.9339), 3), ('1279', np.float64(13.156), 0), ('1100', np.float64(12.7224), 2), ('534', np.float64(10.837), 0), ('1302', np.float64(10.7762), 0)]",0.6,0.42857142857142855,0.5,0.49314601064459357
157,BM25,1,0,"[('1006', np.float64(29.1377), -1), ('160', np.float64(23.1293), 3), ('1393', np.float64(21.6658), 0), ('556', np.float64(21.6417), 2), ('318', np.float64(21.2306), 3), ('456', np.float64(19.8843), 2), ('498', np.float64(18.8137), 0), ('1377', np.float64(18.7002), 0), ('626', np.float64(18.5135), 2), ('25', np.float64(18.2898), 2)]",0.6,0.15384615384615385,0.2448979591836735,0.2766958043001035
158,BM25,1,0,"[('302', np.float64(13.3451), 1), ('552', np.float64(10.7838), 2), ('949', np.float64(10.4915), 0), ('328', np.float64(9.362), 0), ('982', np.float64(9.1724), 0), ('1010', np.float64(9.068), 3), ('1269', np.float64(9.0389), 0), ('1199', np.float64(8.9579), 0), ('691', np.float64(8.8761), 0), ('1230', np.float64(8.8135), 0)]",0.3,0.375,0.33333333333333326,0.34678483594971543
159,BM25,1,0,"[('1066', np.float64(30.224), -1), ('1197', np.float64(20.909), 0), ('1112', np.float64(16.8403), 3), ('1259', np.float64(16.7377), 0), ('801', np.float64(14.9717), 0), ('716', np.float64(14.4809), 0), ('52', np.float64(14.317), 0), ('846', np.float64(14.2841), 0), ('1293', np.float64(14.1804), 0), ('969', np.float64(13.2423), 0)]",0.1,0.125,0.11111111111111112,0.06599740067726872
